,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,N2O,N2O_FLAG_W,CALCIUM,CALCIUM_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,SALTREF,SALTREF_FLAG_W,REFTMP,REFTMP_FLAG_W,D15N_NO3,D15N_NO3_FLAG_W,D18O_NO3,D18O_NO3_FLAG_W,DSI30,DSI30_FLAG_W,CDOM_NASA,CDOM_NASA_FLAG_W,CDOM_UCSB,CDOM_UCSB_FLAG_W,D15N_NO3+NO2,D15N_NO3+NO2_FLAG_W,D18O_NO3+NO2,D18O_NO3+NO2_FLAG_W
0,320620140320,       P16S,1.0,2.0,33.0,33.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,    26.7,   5.1642,  33.7827,2.0,-999.0000,9.0,   -999.0,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1202.0,-59.9993,174.0019,     -999.0,9.0,     5.1635,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
1,320620140320,       P16S,1.0,2.0,34.0,34.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,    27.8,   5.1644,  33.7827,2.0,  33.7830,2.0,    304.2,2.0,   305.2,2.0,    4.40,2.0,   22.46,2.0,    0.22,2.0,    1.58,2.0,   4.528,6.0,   2.748,6.0,    2.58,6.0,  2126.2,2.0,  2271.4,2.0,7.8327,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    49.1,2.0,   26.04,2.0,      14.24,6.0,-999.0,9.0,20140326.0,1202.0,-59.9993,174.0019,    33.9423,2.0,     5.1641,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
2,320620140320,       P16S,1.0,2.0,32.0,32.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,    75.1,   5.1630,  33.7830,2.0,  33.7824,2.0,    295.3,4.0,   305.6,2.0,    4.30,2.0,   22.53,2.0,    0.22,2.0,    1.58,2.0,   4.557,3.0,   2.736,3.0,    2.56,3.0,  2126.4,2.0,  2270.7,2.0,7.8283,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    44.5,2.0,   26.18,2.0,      13.58,3.0,-999.0,9.0,20140326.0,1200.0,-59.9992,174.0018,    33.9417,2.0,     5.1610,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
3,320620140320,       P16S,1.0,2.0,31.0,31.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,    99.6,   4.8899,  33.7683,2.0,  33.7824,2.0,    304.4,4.0,   306.8,2.0,    5.18,2.0,   23.01,2.0,    0.22,2.0,    1.64,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2130.7,2.0,    2270,2.0,7.8162,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    42.8,2.0,   25.93,2.0,     -999.0,9.0,-999.0,9.0,20140326.0,1158.0,-59.9993,174.0019,    33.9417,2.0,     4.8656,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
4,320620140320,       P16S,1.0,2.0,29.0,29.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   144.8,   3.6097,  33.8706,2.0,-999.0000,9.0,   -999.0,4.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1156.0,-59.9993,174.0019,     -999.0,9.0,     3.6081,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
5,320620140320,       P16S,1.0,2.0,30.0,30.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   145.2,   3.6045,  33.8707,2.0,  33.8729,2.0,    302.4,4.0,   303.8,2.0,    9.18,2.0,   25.06,2.0,    0.33,2.0,    1.84,2.0,   4.925,2.0,   2.961,2.0,    2.59,2.0,  2146.1,2.0,  2274.4,2.0,7.7787,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    44.3,2.0,   28.43,2.0,      15.32,2.0,-999.0,9.0,20140326.0,1156.0,-59.9993,174.002,    34.0326,2.0,     3.6036,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
6,320620140320,       P16S,1.0,2.0,28.0,28.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   191.2,   2.9224,  33.9166,2.0,  33.9021,2.0,    303.2,4.0,   300.5,2.0,   13.09,2.0,   26.82,2.0,    0.00,2.0,    1.90,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2154.4,2.0,  2275.8,3.0,7.7564,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    43.2,2.0,   29.33,2.0,     -999.0,9.0,-999.0,9.0,20140326.0,1154.0,-59.9994,174.002,    34.0619,2.0,     2.9212,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
7,320620140320,       P16S,1.0,2.0,27.0,27.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   239.5,   3.0895,  33.9884,2.0,  33.9916,2.0,    252.8,4.0,   282.0,2.0,   16.89,2.0,   27.71,2.0,    0.00,2.0,    1.95,2.0,   4.600,2.0,   2.726,2.0,    1.81,2.0,  2165.3,2.0,  2278.6,2.0,7.7425,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    41.4,2.0,   31.81,2.0,      17.09,2.0,-999.0,9.0,20140326.0,1152.0,-59.9995,174.0021,    34.1518,2.0,     3.0778,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
8,320620140320,       P16S,1.0,2.0,26.0,26.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   289.8,   3.2553,  34.1078,2.0,  34.1076,2.0,    256.0,2.0,   256.3,2.0,   23.63,2.0,   29.33,2.0,    0.00,2.0,    2.06,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2180.2,2.0,  2289.4,2.0,7.7131,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    42.7,2.0,   31.75,2.0,     -999.0,9.0,-999.0,9.0,20140326.0,1151.0,-59.9997,174.0021,    34.2684,2.0,     3.2640,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
9,320620140320,       P16S,1.0,2.0,25.0,25.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   339.4,   3.1261,  34.1384,2.0,  34.1375,2.0,    249.8,2.0,   248.9,2.0,   27.24,2.0,   30.17,2.0,    0.00,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    41.2,2.0,   33.74,2.0,     -999.0,9.0,-999.0,9.0,20140326.0,1149.0,-60.0,174.0019,    34.2985,2.0,     3.1223,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
10,320620140320,       P16S,1.0,2.0,24.0,24.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   391.0,   3.1875,  34.1935,2.0,  34.1958,2.0,    234.0,2.0,   235.0,2.0,   31.44,2.0,   31.00,2.0,    0.00,2.0,    2.16,2.0,   3.438,2.0,   1.909,2.0,    1.26,2.0,  2195.8,6.0,  2294.3,2.0,7.6835,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    40.7,2.0,   34.48,2.0,      21.43,2.0,-999.0,9.0,20140326.0,1147.0,-60.0002,174.0019,    34.3570,2.0,     3.1944,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
11,320620140320,       P16S,1.0,2.0,23.0,23.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   470.8,   3.3447,  34.2883,2.0,  34.2882,2.0,    210.7,2.0,   211.4,2.0,   39.44,2.0,   32.30,2.0,    0.00,2.0,    2.25,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2210.5,2.0,    2301,6.0,7.6634,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    42.4,2.0,   36.61,2.0,     -999.0,9.0,-999.0,9.0,20140326.0,1145.0,-60.0004,174.0019,    34.4498,2.0,     3.3454,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
12,320620140320,       P16S,1.0,2.0,22.0,22.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   573.0,   2.7734,  34.2918,2.0,  34.2938,2.0,    209.1,2.0,   210.4,2.0,   46.08,2.0,   33.25,2.0,    0.00,2.0,    2.31,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2220.2,2.0,    2304,2.0,7.6477,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    41.4,2.0,   38.62,2.0,     -999.0,9.0,-999.0,9.0,20140326.0,1143.0,-60.0005,174.0019,    34.4556,2.0,     2.7716,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
13,320620140320,       P16S,1.0,2.0,21.0,21.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   673.8,   2.7327,  34.3717,2.0,  34.3725,2.0,    193.2,2.0,   193.8,2.0,   54.38,2.0,   34.16,2.0,    0.00,2.0,    2.39,2.0,   1.861,2.0,   1.050,2.0,    0.54,2.0,  2232.7,2.0,  2310.9,2.0,7.6347,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    39.9,2.0, -999.00,9.0,      25.17,2.0,-999.0,9.0,20140326.0,1140.0,-60.0004,174.002,    34.5346,2.0,     2.7335,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
14,320620140320,       P16S,1.0,2.0,20.0,20.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   774.7,   2.5982,  34.4432,2.0,  34.4428,2.0,    182.5,2.0,   183.8,2.0,   62.19,2.0,   34.58,2.0,    0.00,2.0,    2.40,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2243.8,2.0,  2321.2,2.0,7.626,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    39.3,2.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1138.0,-60.0001,174.0019,    34.6052,2.0,     2.5980,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
15,320620140320,       P16S,1.0,2.0,19.0,19.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   873.2,   2.6494,  34.5263,2.0,  34.5245,2.0,    175.7,2.0,   176.9,2.0,   67.75,2.0,   34.04,2.0,    0.00,2.0,    2.40,2.0,   0.805,2.0,   0.466,2.0,    0.13,2.0,  2249.1,2.0,  2329.8,2.0,7.6318,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    39.8,2.0, -999.00,9.0,      25.20,2.0,-999.0,9.0,20140326.0,1135.0,-59.9997,174.0017,    34.6872,2.0,     2.6501,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
16,320620140320,       P16S,1.0,2.0,18.0,18.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,   973.4,   2.4988,  34.5676,2.0,  34.5671,2.0,    173.8,2.0,   174.6,2.0,   71.84,2.0,   34.02,2.0,    0.00,2.0,    2.39,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2251.8,2.0,  2333.1,2.0,7.6279,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    39.6,2.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1133.0,-59.9997,174.0017,    34.7301,2.0,     2.4989,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
17,320620140320,       P16S,1.0,2.0,17.0,17.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1074.3,   2.4146,  34.5996,2.0,  34.6001,2.0,    173.7,2.0,   174.3,2.0,   74.58,2.0,   33.84,2.0,    0.00,2.0,    2.37,2.0,-999.000,5.0,-999.000,5.0, -999.00,5.0,  2253.1,2.0,  2334.2,2.0,7.6295,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    40.0,2.0, -999.00,9.0,     -999.0,5.0,-999.0,9.0,20140326.0,1131.0,-59.9995,174.0016,    34.7632,2.0,     2.4142,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
18,320620140320,       P16S,1.0,2.0,16.0,16.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1170.5,   2.3928,  34.6225,2.0,  34.6293,3.0,    174.6,2.0,   174.9,2.0,   75.75,2.0,   33.47,2.0,    0.00,2.0,    2.34,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    40.0,2.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1128.0,-59.9994,174.0016,    34.7926,3.0,     2.3920,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
19,320620140320,       P16S,1.0,2.0,15.0,15.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1274.6,   2.3125,  34.6502,2.0,  34.6502,2.0,    176.2,2.0,   176.1,2.0,   77.89,2.0,   33.09,2.0,    0.00,2.0,    2.32,2.0,   0.420,2.0,   0.251,2.0,    0.12,2.0,  2253.6,2.0,  2339.7,2.0,7.6315,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    39.9,2.0, -999.00,9.0,      24.53,2.0,-999.0,9.0,20140326.0,1125.0,-59.9996,174.0016,    34.8136,2.0,     2.3126,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
20,320620140320,       P16S,1.0,2.0,14.0,14.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1375.2,   2.2572,  34.6819,2.0,  34.6810,2.0,    179.1,2.0,   179.6,2.0,   79.35,2.0,   32.47,2.0,    0.00,2.0,    2.26,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2251.5,2.0,  2342.4,2.0,7.6424,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    40.6,2.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1122.0,-59.9998,174.0017,    34.8446,2.0,     2.2568,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
21,320620140320,       P16S,1.0,2.0,13.0,13.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1549.9,   2.1810,  34.7069,2.0,  34.7077,2.0,    183.2,2.0,   182.8,2.0,   82.48,2.0,   31.88,2.0,    0.00,2.0,    2.23,2.0,   0.226,2.0,   0.134,2.0,    0.10,2.0,  2250.8,2.0,    2344,2.0,7.6545,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    41.8,2.0, -999.00,9.0,      22.83,2.0,-999.0,9.0,20140326.0,1119.0,-59.9999,174.0017,    34.8714,2.0,     2.1809,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
22,320620140320,       P16S,1.0,2.0,12.0,12.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1746.0,   2.0381,  34.7292,2.0,  34.7300,2.0,    187.9,2.0,   188.0,2.0,   85.99,2.0,   31.28,2.0,    0.00,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2250.3,2.0,  2348.8,2.0,7.6674,6.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    39.8,2.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1114.0,-59.9997,174.0017,    34.8937,2.0,     2.0379,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
23,320620140320,       P16S,1.0,2.0,11.0,11.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  1947.3,   1.9026,  34.7376,2.0,  34.7378,2.0,    191.6,2.0,   191.8,2.0,   89.60,2.0,   31.08,2.0,    0.00,2.0,    2.19,2.0,   0.145,2.0,   0.083,2.0,    0.09,2.0,  2251.5,2.0,  2352.5,2.0,7.672999999999999,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    40.3,2.0, -999.00,9.0,      21.60,2.0,-999.0,9.0,20140326.0,1110.0,-59.9998,174.0017,    34.9016,2.0,     1.9024,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
24,320620140320,       P16S,1.0,2.0,10.0,10.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  2183.8,   1.6893,  34.7392,2.0,  34.7392,2.0,    195.5,2.0,   196.1,2.0,   95.94,2.0,   31.14,2.0,    0.00,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,    40.8,2.0, -999.00,9.0,     -999.0,9.0,-999.0,9.0,20140326.0,1105.0,-60.0,174.0018,    34.9030,2.0,     1.6892,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
25,320620140320,       P16S,1.0,2.0,9.0,9.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  2433.7,   1.4539,  34.7325,2.0,  34.7321,2.0,    198.7,2.0,   198.7,2.0,  102.97,2.0,   31.37,2.0,    0.00,2.0,    2.20,2.0,   0.127,2.0,   0.065,2.0,    0.04,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,      20.90,2.0,-999.0,9.0,20140326.0,1059.0,-59.9998,174.0017,    34.8959,2.0,     1.4542,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
26,320620140320,       P16S,1.0,2.0,8.0,8.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  2690.8,   1.3020,  34.7271,2.0,  34.7270,2.0,    201.2,2.0,   201.2,2.0,  107.46,2.0,   31.56,2.0,    0.00,2.0,    2.21,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,     -999.0,9.0,-999.0,9.0,20140326.0,1054.0,-60.0,174.0017,    34.8908,2.0,     1.3042,3.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
27,320620140320,       P16S,1.0,2.0,7.0,7.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  2942.1,   1.1449,  34.7201,2.0,  34.7158,3.0,    203.6,2.0,   203.5,2.0,  112.73,2.0,   31.83,2.0,    0.00,2.0,    2.22,2.0,   0.170,2.0,   0.101,2.0,    0.10,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,      20.93,2.0,-999.0,9.0,20140326.0,1048.0,-60.0001,174.0018,    34.8795,3.0,     1.1449,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
28,320620140320,       P16S,1.0,2.0,6.0,6.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  3234.8,   1.0374,  34.7147,2.0,  34.7150,2.0,    205.6,2.0,   205.5,2.0,  116.05,2.0,   31.96,2.0,    0.00,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0, -999.00,9.0,  2260.1,2.0,  2362.4,6.0,7.6765,2.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,     -999.0,9.0,-999.0,9.0,20140326.0,1041.0,-60.0003,174.0018,    34.8787,2.0,     1.0377,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
29,320620140320,       P16S,1.0,2.0,5.0,5.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  3540.2,   0.8988,  34.7077,2.0,  34.7060,3.0,    208.1,2.0,   208.9,2.0,  120.64,2.0,   32.12,2.0,    0.00,2.0,    2.27,2.0,   0.265,2.0,   0.151,2.0,    0.13,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,      20.69,2.0,-999.0,9.0,20140326.0,1034.0,-60.0007,174.002,    34.8696,3.0,     0.8990,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
30,320620140320,       P16S,1.0,2.0,4.0,4.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  3846.6,   0.8395,  34.7041,2.0,  34.7022,3.0,    209.2,2.0,   210.1,2.0,  123.18,2.0,   32.30,2.0,    0.00,2.0,    2.28,2.0,   0.306,2.0,   0.170,2.0,    0.08,2.0,  -999.0,9.0,  -999.0,9.0,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,      19.69,2.0,-999.0,9.0,20140326.0,1028.0,-60.0006,174.002,    34.8659,3.0,     0.8392,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
31,320620140320,       P16S,1.0,2.0,3.0,3.0,2.0,20140326.0,1011.0,-60.0002,174.0017,       4534,  4148.8,   0.8417,  34.7033,2.0,  34.7030,2.0,    209.2,2.0,   210.0,2.0,  124.35,2.0,   32.35,2.0,    0.00,2.0,    2.28,2.0,   0.313,2.0,   0.177,2.0,    0.14,2.0,  2261.3,2.0,  2360.9,2.0,7.6693,6.0,       20,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,  -999.0,1.0, -999.00,1.0,      20.72,2.0,-999.0,9.0,20140326.0,1021.0,-60.0005,174.0019,    34.8667,2.0,     0.8413,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
